"Seg_ID","Seg"
"84_s","84_s"
"84_s","sink"
"84_s","98_s"
"94_s","94_s"
"94_s","sink"
"100_s","100_s"
"100_s","sink"
"98_s","98_s"
"98_s","84_s"
"98_s","99_s"
"99_s","99_s"
"99_s","98_s"
"sink","sink"
"sink","84_s"
"sink","94_s"
"sink","100_s"
